instance,maxRuntime,variableSelection,valueSelection,restarts,solutionsOverTime,isOptimal,runtime,nodes,fails,restarts,args
data/xcsp/cop23/Benzenoide-07_c23.xml.lzma,1800,(varsel=DOMWDEG;flushRate=2147483647),(valsel=MIN;best=Best;bestFreq=1;last=true),(pol=NONE;cutoff=0;offset=0;geo=1.0;resetOnSolution=false),,false,1800.246,8555,8533,0,-f -varh DOMWDEG -last -lc 1 -best Best -bestRate 1 -restarts NONE;0;1.0;0;false -limit 00h30m00s data/xcsp/cop23/Benzenoide-07_c23.xml.lzma
data/xcsp/cop23/BeerJugs-dec-06_c23.xml.lzma,1800,(varsel=DOMWDEG;flushRate=2147483647),(valsel=MIN;best=Best;bestFreq=1;last=true),(pol=NONE;cutoff=0;offset=0;geo=1.0;resetOnSolution=false),(obj:4;t:1.751;nodes:7;fails:0;restarts:0)(obj:5;t:1.984;nodes:11;fails:2;restarts:0)(obj:6;t:2.216;nodes:15;fails:4;restarts:0)(obj:7;t:2.471;nodes:18;fails:4;restarts:0)(obj:8;t:2.901;nodes:22;fails:4;restarts:0)(obj:9;t:3.125;nodes:26;fails:6;restarts:0)(obj:10;t:3.356;nodes:30;fails:8;restarts:0)(obj:11;t:3.546;nodes:33;fails:8;restarts:0)(obj:12;t:3.747;nodes:37;fails:8;restarts:0)(obj:13;t:3.941;nodes:40;fails:8;restarts:0)(obj:14;t:4.181;nodes:43;fails:8;restarts:0)(obj:15;t:4.578;nodes:46;fails:8;restarts:0)(obj:16;t:4.832;nodes:49;fails:8;restarts:0)(obj:17;t:5.100;nodes:52;fails:8;restarts:0)(obj:18;t:5.280;nodes:55;fails:8;restarts:0)(obj:19;t:5.447;nodes:58;fails:8;restarts:0)(obj:20;t:5.638;nodes:61;fails:8;restarts:0)(obj:21;t:5.814;nodes:64;fails:8;restarts:0)(obj:22;t:5.969;nodes:67;fails:8;restarts:0)(obj:23;t:6.302;nodes:70;fails:8;restarts:0)(obj:24;t:6.504;nodes:73;fails:8;restarts:0)(obj:25;t:6.753;nodes:76;fails:8;restarts:0)(obj:26;t:6.921;nodes:79;fails:8;restarts:0)(obj:27;t:7.083;nodes:82;fails:8;restarts:0)(obj:28;t:7.255;nodes:85;fails:8;restarts:0)(obj:29;t:7.425;nodes:88;fails:8;restarts:0)(obj:30;t:7.623;nodes:91;fails:8;restarts:0)(obj:31;t:7.766;nodes:94;fails:8;restarts:0)(obj:32;t:7.885;nodes:97;fails:8;restarts:0)(obj:33;t:8.114;nodes:100;fails:8;restarts:0)(obj:34;t:8.270;nodes:103;fails:8;restarts:0)(obj:35;t:8.418;nodes:106;fails:8;restarts:0)(obj:36;t:8.598;nodes:110;fails:8;restarts:0)(obj:37;t:8.746;nodes:113;fails:8;restarts:0)(obj:38;t:8.829;nodes:116;fails:8;restarts:0)(obj:39;t:8.908;nodes:119;fails:8;restarts:0)(obj:40;t:8.994;nodes:122;fails:8;restarts:0)(obj:41;t:9.078;nodes:125;fails:8;restarts:0)(obj:42;t:9.149;nodes:128;fails:8;restarts:0)(obj:43;t:9.248;nodes:131;fails:8;restarts:0)(obj:44;t:9.322;nodes:135;fails:8;restarts:0)(obj:45;t:9.390;nodes:139;fails:10;restarts:0),false,1800.009,157090,156973,0,-f -varh DOMWDEG -last -lc 1 -best Best -bestRate 1 -restarts NONE;0;1.0;0;false -limit 00h30m00s data/xcsp/cop23/BeerJugs-dec-06_c23.xml.lzma
data/xcsp/cop23/BeerJugs-dec-07_c23.xml.lzma,1800,(varsel=DOMWDEG;flushRate=2147483647),(valsel=MIN;best=Best;bestFreq=1;last=true),(pol=NONE;cutoff=0;offset=0;geo=1.0;resetOnSolution=false),(obj:4;t:2.442;nodes:7;fails:0;restarts:0)(obj:5;t:2.775;nodes:11;fails:2;restarts:0)(obj:6;t:3.112;nodes:15;fails:4;restarts:0)(obj:7;t:3.567;nodes:18;fails:4;restarts:0)(obj:8;t:4.105;nodes:22;fails:4;restarts:0)(obj:9;t:4.582;nodes:26;fails:6;restarts:0)(obj:10;t:4.920;nodes:30;fails:8;restarts:0)(obj:11;t:5.282;nodes:33;fails:8;restarts:0)(obj:12;t:5.724;nodes:37;fails:8;restarts:0)(obj:13;t:6.030;nodes:40;fails:8;restarts:0)(obj:14;t:6.253;nodes:43;fails:8;restarts:0)(obj:15;t:6.499;nodes:46;fails:8;restarts:0)(obj:16;t:6.833;nodes:49;fails:8;restarts:0)(obj:17;t:7.231;nodes:52;fails:8;restarts:0)(obj:18;t:7.532;nodes:55;fails:8;restarts:0)(obj:19;t:7.730;nodes:58;fails:8;restarts:0)(obj:20;t:7.907;nodes:61;fails:8;restarts:0)(obj:21;t:8.078;nodes:64;fails:8;restarts:0)(obj:22;t:8.272;nodes:68;fails:8;restarts:0)(obj:23;t:8.463;nodes:72;fails:10;restarts:0)(obj:24;t:8.664;nodes:76;fails:12;restarts:0)(obj:25;t:8.823;nodes:79;fails:12;restarts:0)(obj:26;t:9.091;nodes:83;fails:12;restarts:0)(obj:27;t:9.447;nodes:86;fails:12;restarts:0)(obj:28;t:9.735;nodes:89;fails:12;restarts:0)(obj:29;t:9.917;nodes:92;fails:12;restarts:0)(obj:30;t:10.089;nodes:95;fails:12;restarts:0)(obj:31;t:10.249;nodes:98;fails:12;restarts:0)(obj:32;t:10.387;nodes:101;fails:12;restarts:0)(obj:33;t:10.533;nodes:104;fails:12;restarts:0)(obj:34;t:10.680;nodes:108;fails:12;restarts:0)(obj:35;t:10.845;nodes:112;fails:14;restarts:0)(obj:36;t:11.018;nodes:115;fails:14;restarts:0)(obj:37;t:11.146;nodes:118;fails:14;restarts:0)(obj:38;t:11.313;nodes:121;fails:14;restarts:0)(obj:39;t:11.465;nodes:124;fails:14;restarts:0)(obj:40;t:11.682;nodes:127;fails:14;restarts:0)(obj:41;t:11.840;nodes:130;fails:14;restarts:0)(obj:42;t:11.926;nodes:133;fails:14;restarts:0)(obj:43;t:12.017;nodes:136;fails:14;restarts:0)(obj:44;t:12.106;nodes:140;fails:14;restarts:0)(obj:45;t:12.194;nodes:143;fails:14;restarts:0)(obj:46;t:12.266;nodes:146;fails:14;restarts:0)(obj:47;t:12.337;nodes:149;fails:14;restarts:0)(obj:48;t:12.413;nodes:152;fails:14;restarts:0)(obj:49;t:12.479;nodes:155;fails:14;restarts:0),false,1800.013,117242,117115,0,-f -varh DOMWDEG -last -lc 1 -best Best -bestRate 1 -restarts NONE;0;1.0;0;false -limit 00h30m00s data/xcsp/cop23/BeerJugs-dec-07_c23.xml.lzma
data/xcsp/cop23/BeerJugs-dec-08_c23.xml.lzma,1800,(varsel=DOMWDEG;flushRate=2147483647),(valsel=MIN;best=Best;bestFreq=1;last=true),(pol=NONE;cutoff=0;offset=0;geo=1.0;resetOnSolution=false),(obj:4;t:2.811;nodes:7;fails:0;restarts:0)(obj:5;t:3.251;nodes:11;fails:2;restarts:0)(obj:6;t:3.702;nodes:15;fails:4;restarts:0)(obj:7;t:4.053;nodes:18;fails:4;restarts:0)(obj:8;t:4.484;nodes:22;fails:4;restarts:0)(obj:9;t:4.865;nodes:26;fails:6;restarts:0)(obj:10;t:5.329;nodes:30;fails:8;restarts:0)(obj:11;t:5.841;nodes:33;fails:8;restarts:0)(obj:12;t:6.235;nodes:37;fails:8;restarts:0)(obj:13;t:6.590;nodes:40;fails:8;restarts:0)(obj:14;t:6.967;nodes:43;fails:8;restarts:0)(obj:15;t:7.532;nodes:46;fails:8;restarts:0)(obj:16;t:7.862;nodes:49;fails:8;restarts:0)(obj:17;t:8.132;nodes:52;fails:8;restarts:0)(obj:18;t:8.427;nodes:55;fails:8;restarts:0)(obj:19;t:8.720;nodes:58;fails:8;restarts:0)(obj:20;t:9.046;nodes:61;fails:8;restarts:0)(obj:21;t:9.443;nodes:64;fails:8;restarts:0)(obj:22;t:10.017;nodes:68;fails:8;restarts:0)(obj:23;t:10.488;nodes:72;fails:10;restarts:0)(obj:24;t:10.822;nodes:78;fails:13;restarts:0)(obj:25;t:11.097;nodes:81;fails:13;restarts:0)(obj:26;t:11.345;nodes:84;fails:13;restarts:0)(obj:27;t:11.591;nodes:87;fails:13;restarts:0)(obj:28;t:11.848;nodes:91;fails:13;restarts:0)(obj:29;t:12.102;nodes:94;fails:13;restarts:0)(obj:30;t:12.326;nodes:97;fails:13;restarts:0)(obj:31;t:12.534;nodes:100;fails:13;restarts:0)(obj:32;t:12.829;nodes:104;fails:13;restarts:0)(obj:33;t:13.125;nodes:108;fails:15;restarts:0)(obj:34;t:13.300;nodes:111;fails:15;restarts:0)(obj:35;t:13.495;nodes:114;fails:15;restarts:0)(obj:36;t:13.638;nodes:117;fails:15;restarts:0)(obj:37;t:13.807;nodes:120;fails:15;restarts:0)(obj:38;t:13.959;nodes:123;fails:15;restarts:0)(obj:39;t:14.178;nodes:126;fails:15;restarts:0)(obj:40;t:14.335;nodes:129;fails:15;restarts:0)(obj:41;t:14.479;nodes:132;fails:15;restarts:0)(obj:42;t:14.610;nodes:136;fails:15;restarts:0)(obj:43;t:14.740;nodes:140;fails:17;restarts:0)(obj:44;t:14.976;nodes:143;fails:17;restarts:0)(obj:45;t:15.088;nodes:146;fails:17;restarts:0)(obj:46;t:15.181;nodes:149;fails:17;restarts:0)(obj:47;t:15.276;nodes:152;fails:17;restarts:0)(obj:48;t:15.418;nodes:155;fails:17;restarts:0)(obj:49;t:15.518;nodes:158;fails:17;restarts:0)(obj:50;t:15.593;nodes:161;fails:17;restarts:0)(obj:51;t:15.667;nodes:164;fails:17;restarts:0)(obj:52;t:15.745;nodes:168;fails:17;restarts:0)(obj:53;t:15.815;nodes:172;fails:19;restarts:0),false,1800.015,84824,84695,0,-f -varh DOMWDEG -last -lc 1 -best Best -bestRate 1 -restarts NONE;0;1.0;0;false -limit 00h30m00s data/xcsp/cop23/BeerJugs-dec-08_c23.xml.lzma
data/xcsp/cop23/BeerJugs-dec-09_c23.xml.lzma,1800,(varsel=DOMWDEG;flushRate=2147483647),(valsel=MIN;best=Best;bestFreq=1;last=true),(pol=NONE;cutoff=0;offset=0;geo=1.0;resetOnSolution=false),(obj:4;t:3.234;nodes:7;fails:0;restarts:0)(obj:5;t:3.778;nodes:11;fails:2;restarts:0)(obj:6;t:4.548;nodes:15;fails:4;restarts:0)(obj:7;t:5.079;nodes:18;fails:4;restarts:0)(obj:8;t:5.586;nodes:22;fails:4;restarts:0)(obj:9;t:6.086;nodes:26;fails:6;restarts:0)(obj:10;t:6.593;nodes:30;fails:8;restarts:0)(obj:11;t:6.989;nodes:33;fails:8;restarts:0)(obj:12;t:7.697;nodes:37;fails:8;restarts:0)(obj:13;t:8.248;nodes:40;fails:8;restarts:0)(obj:14;t:8.707;nodes:43;fails:8;restarts:0)(obj:15;t:9.152;nodes:46;fails:8;restarts:0)(obj:16;t:9.658;nodes:49;fails:8;restarts:0)(obj:17;t:10.075;nodes:52;fails:8;restarts:0)(obj:18;t:10.419;nodes:55;fails:8;restarts:0)(obj:19;t:10.755;nodes:58;fails:8;restarts:0)(obj:20;t:11.106;nodes:61;fails:8;restarts:0)(obj:21;t:11.462;nodes:64;fails:8;restarts:0)(obj:22;t:11.815;nodes:67;fails:8;restarts:0)(obj:23;t:12.176;nodes:70;fails:8;restarts:0)(obj:24;t:12.478;nodes:73;fails:8;restarts:0)(obj:25;t:12.828;nodes:76;fails:8;restarts:0)(obj:26;t:13.136;nodes:79;fails:8;restarts:0)(obj:27;t:13.438;nodes:82;fails:8;restarts:0)(obj:28;t:13.795;nodes:85;fails:8;restarts:0)(obj:29;t:14.056;nodes:88;fails:8;restarts:0)(obj:30;t:14.348;nodes:93;fails:8;restarts:0)(obj:31;t:14.629;nodes:98;fails:12;restarts:0)(obj:32;t:14.942;nodes:103;fails:14;restarts:0)(obj:33;t:15.158;nodes:106;fails:14;restarts:0)(obj:34;t:15.409;nodes:110;fails:14;restarts:0)(obj:35;t:15.648;nodes:114;fails:16;restarts:0)(obj:36;t:15.850;nodes:117;fails:16;restarts:0)(obj:37;t:16.042;nodes:120;fails:16;restarts:0)(obj:38;t:16.251;nodes:123;fails:16;restarts:0)(obj:39;t:16.454;nodes:126;fails:16;restarts:0)(obj:40;t:16.620;nodes:129;fails:16;restarts:0)(obj:41;t:16.802;nodes:132;fails:16;restarts:0)(obj:42;t:16.956;nodes:135;fails:16;restarts:0)(obj:43;t:17.102;nodes:138;fails:16;restarts:0)(obj:44;t:17.269;nodes:141;fails:16;restarts:0)(obj:45;t:17.429;nodes:144;fails:16;restarts:0)(obj:46;t:17.561;nodes:147;fails:16;restarts:0)(obj:47;t:17.687;nodes:150;fails:16;restarts:0)(obj:48;t:17.830;nodes:153;fails:16;restarts:0)(obj:49;t:17.966;nodes:156;fails:16;restarts:0)(obj:50;t:18.076;nodes:159;fails:16;restarts:0)(obj:51;t:18.177;nodes:162;fails:16;restarts:0)(obj:52;t:18.292;nodes:165;fails:16;restarts:0)(obj:53;t:18.401;nodes:168;fails:16;restarts:0)(obj:54;t:18.483;nodes:171;fails:16;restarts:0)(obj:55;t:18.565;nodes:174;fails:16;restarts:0)(obj:56;t:18.649;nodes:178;fails:16;restarts:0)(obj:57;t:18.721;nodes:182;fails:18;restarts:0),false,1800.040,83637,83493,0,-f -varh DOMWDEG -last -lc 1 -best Best -bestRate 1 -restarts NONE;0;1.0;0;false -limit 00h30m00s data/xcsp/cop23/BeerJugs-dec-09_c23.xml.lzma
data/xcsp/cop23/CarpetCutting-test12_c23.xml.lzma,1800,(varsel=DOMWDEG;flushRate=2147483647),(valsel=MIN;best=Best;bestFreq=1;last=true),(pol=NONE;cutoff=0;offset=0;geo=1.0;resetOnSolution=false),(obj:843;t:2.268;nodes:9709;fails:9681;restarts:0)(obj:814;t:2.276;nodes:9792;fails:9762;restarts:0)(obj:813;t:2.343;nodes:11733;fails:11704;restarts:0)(obj:812;t:2.344;nodes:11742;fails:11711;restarts:0)(obj:811;t:2.344;nodes:11751;fails:11718;restarts:0)(obj:810;t:2.345;nodes:11760;fails:11725;restarts:0)(obj:809;t:2.345;nodes:11769;fails:11732;restarts:0)(obj:808;t:2.346;nodes:11778;fails:11739;restarts:0)(obj:807;t:2.346;nodes:11787;fails:11746;restarts:0)(obj:806;t:2.347;nodes:11796;fails:11753;restarts:0)(obj:805;t:2.347;nodes:11805;fails:11760;restarts:0)(obj:804;t:2.348;nodes:11814;fails:11767;restarts:0)(obj:803;t:2.348;nodes:11823;fails:11774;restarts:0)(obj:802;t:2.349;nodes:11832;fails:11781;restarts:0)(obj:801;t:2.349;nodes:11841;fails:11788;restarts:0)(obj:800;t:2.350;nodes:11850;fails:11795;restarts:0)(obj:799;t:2.350;nodes:11859;fails:11802;restarts:0)(obj:798;t:2.351;nodes:11868;fails:11809;restarts:0)(obj:797;t:2.351;nodes:11877;fails:11816;restarts:0)(obj:796;t:2.352;nodes:11886;fails:11823;restarts:0)(obj:795;t:2.352;nodes:11895;fails:11830;restarts:0)(obj:794;t:2.353;nodes:11904;fails:11837;restarts:0)(obj:793;t:2.353;nodes:11913;fails:11844;restarts:0)(obj:792;t:2.354;nodes:11922;fails:11851;restarts:0)(obj:791;t:2.354;nodes:11931;fails:11858;restarts:0)(obj:790;t:2.355;nodes:11940;fails:11865;restarts:0)(obj:789;t:2.355;nodes:11949;fails:11872;restarts:0)(obj:788;t:2.356;nodes:11958;fails:11879;restarts:0)(obj:787;t:2.356;nodes:11967;fails:11886;restarts:0)(obj:786;t:2.357;nodes:11976;fails:11893;restarts:0)(obj:785;t:2.358;nodes:11985;fails:11900;restarts:0)(obj:784;t:2.358;nodes:11994;fails:11907;restarts:0)(obj:783;t:2.359;nodes:12003;fails:11914;restarts:0)(obj:782;t:2.359;nodes:12012;fails:11921;restarts:0)(obj:781;t:2.360;nodes:12021;fails:11928;restarts:0)(obj:780;t:2.360;nodes:12030;fails:11935;restarts:0)(obj:779;t:2.361;nodes:12039;fails:11942;restarts:0)(obj:778;t:2.361;nodes:12048;fails:11949;restarts:0)(obj:777;t:2.362;nodes:12057;fails:11956;restarts:0)(obj:776;t:2.362;nodes:12066;fails:11963;restarts:0)(obj:775;t:2.363;nodes:12075;fails:11970;restarts:0)(obj:774;t:2.364;nodes:12084;fails:11977;restarts:0)(obj:773;t:2.364;nodes:12093;fails:11984;restarts:0)(obj:772;t:2.364;nodes:12102;fails:11991;restarts:0)(obj:771;t:2.365;nodes:12110;fails:11998;restarts:0)(obj:770;t:2.370;nodes:12205;fails:12089;restarts:0)(obj:769;t:2.370;nodes:12213;fails:12097;restarts:0)(obj:716;t:7.174;nodes:37015;fails:36893;restarts:0)(obj:709;t:7.179;nodes:37035;fails:36913;restarts:0)(obj:653;t:7.181;nodes:37051;fails:36926;restarts:0)(obj:647;t:7.193;nodes:37068;fails:36941;restarts:0)(obj:645;t:7.216;nodes:37104;fails:36978;restarts:0)(obj:644;t:7.223;nodes:37181;fails:37056;restarts:0)(obj:622;t:7.296;nodes:37618;fails:37489;restarts:0)(obj:621;t:7.299;nodes:37625;fails:37499;restarts:0),true,12.661,50246,50137,0,-f -varh DOMWDEG -last -lc 1 -best Best -bestRate 1 -restarts NONE;0;1.0;0;false -limit 00h30m00s data/xcsp/cop23/CarpetCutting-test12_c23.xml.lzma
data/xcsp/cop23/BeerJugs-dec-10_c23.xml.lzma,1800,(varsel=DOMWDEG;flushRate=2147483647),(valsel=MIN;best=Best;bestFreq=1;last=true),(pol=NONE;cutoff=0;offset=0;geo=1.0;resetOnSolution=false),(obj:4;t:3.739;nodes:7;fails:0;restarts:0)(obj:5;t:4.300;nodes:11;fails:2;restarts:0)(obj:6;t:4.940;nodes:15;fails:4;restarts:0)(obj:7;t:5.415;nodes:18;fails:4;restarts:0)(obj:8;t:5.954;nodes:22;fails:4;restarts:0)(obj:9;t:6.489;nodes:26;fails:6;restarts:0)(obj:10;t:7.063;nodes:30;fails:8;restarts:0)(obj:11;t:7.506;nodes:33;fails:8;restarts:0)(obj:12;t:7.970;nodes:37;fails:8;restarts:0)(obj:13;t:8.429;nodes:40;fails:8;restarts:0)(obj:14;t:8.854;nodes:43;fails:8;restarts:0)(obj:15;t:9.269;nodes:46;fails:8;restarts:0)(obj:16;t:9.704;nodes:49;fails:8;restarts:0)(obj:17;t:10.155;nodes:52;fails:8;restarts:0)(obj:18;t:10.540;nodes:55;fails:8;restarts:0)(obj:19;t:10.904;nodes:58;fails:8;restarts:0)(obj:20;t:11.294;nodes:61;fails:8;restarts:0)(obj:21;t:11.765;nodes:64;fails:8;restarts:0)(obj:22;t:12.102;nodes:67;fails:8;restarts:0)(obj:23;t:12.430;nodes:70;fails:8;restarts:0)(obj:24;t:12.784;nodes:73;fails:8;restarts:0)(obj:25;t:13.131;nodes:76;fails:8;restarts:0)(obj:26;t:13.440;nodes:79;fails:8;restarts:0)(obj:27;t:13.740;nodes:82;fails:8;restarts:0)(obj:28;t:14.068;nodes:85;fails:8;restarts:0)(obj:29;t:14.385;nodes:88;fails:8;restarts:0)(obj:30;t:14.662;nodes:91;fails:8;restarts:0)(obj:31;t:14.934;nodes:94;fails:8;restarts:0)(obj:32;t:15.221;nodes:97;fails:8;restarts:0)(obj:33;t:15.503;nodes:100;fails:8;restarts:0)(obj:34;t:15.759;nodes:103;fails:8;restarts:0)(obj:35;t:15.989;nodes:106;fails:8;restarts:0)(obj:36;t:16.237;nodes:110;fails:8;restarts:0)(obj:37;t:16.490;nodes:113;fails:8;restarts:0)(obj:38;t:16.708;nodes:116;fails:8;restarts:0)(obj:39;t:16.921;nodes:119;fails:8;restarts:0)(obj:40;t:17.155;nodes:122;fails:8;restarts:0)(obj:41;t:17.383;nodes:125;fails:8;restarts:0)(obj:42;t:17.571;nodes:128;fails:8;restarts:0)(obj:43;t:17.757;nodes:131;fails:8;restarts:0)(obj:44;t:17.960;nodes:135;fails:8;restarts:0)(obj:45;t:18.156;nodes:139;fails:10;restarts:0)(obj:46;t:18.347;nodes:144;fails:12;restarts:0)(obj:47;t:18.487;nodes:147;fails:12;restarts:0)(obj:48;t:18.642;nodes:150;fails:12;restarts:0)(obj:49;t:18.784;nodes:153;fails:12;restarts:0)(obj:50;t:18.895;nodes:156;fails:12;restarts:0)(obj:51;t:19.000;nodes:159;fails:12;restarts:0)(obj:52;t:19.121;nodes:163;fails:12;restarts:0)(obj:53;t:19.239;nodes:167;fails:14;restarts:0)(obj:54;t:19.325;nodes:170;fails:14;restarts:0)(obj:55;t:19.404;nodes:173;fails:14;restarts:0)(obj:56;t:19.495;nodes:177;fails:14;restarts:0)(obj:57;t:19.585;nodes:181;fails:16;restarts:0)(obj:58;t:19.646;nodes:184;fails:16;restarts:0)(obj:59;t:19.704;nodes:187;fails:16;restarts:0)(obj:60;t:19.759;nodes:191;fails:16;restarts:0)(obj:61;t:19.806;nodes:194;fails:16;restarts:0),false,1800.013,65189,65056,0,-f -varh DOMWDEG -last -lc 1 -best Best -bestRate 1 -restarts NONE;0;1.0;0;false -limit 00h30m00s data/xcsp/cop23/BeerJugs-dec-10_c23.xml.lzma
data/xcsp/cop23/CarpetCutting-test11_c23.xml.lzma,1800,(varsel=DOMWDEG;flushRate=2147483647),(valsel=MIN;best=Best;bestFreq=1;last=true),(pol=NONE;cutoff=0;offset=0;geo=1.0;resetOnSolution=false),(obj:977;t:0.068;nodes:22;fails:0;restarts:0)(obj:976;t:0.250;nodes:672;fails:653;restarts:0)(obj:963;t:0.253;nodes:683;fails:661;restarts:0),true,407.158,3754335,3754330,0,-f -varh DOMWDEG -last -lc 1 -best Best -bestRate 1 -restarts NONE;0;1.0;0;false -limit 00h30m00s data/xcsp/cop23/CarpetCutting-test11_c23.xml.lzma
data/xcsp/cop23/Benzenoide-09_c23.xml.lzma,1800,(varsel=DOMWDEG;flushRate=2147483647),(valsel=MIN;best=Best;bestFreq=1;last=true),(pol=NONE;cutoff=0;offset=0;geo=1.0;resetOnSolution=false),,false,1800.107,1119,1091,0,-f -varh DOMWDEG -last -lc 1 -best Best -bestRate 1 -restarts NONE;0;1.0;0;false -limit 00h30m00s data/xcsp/cop23/Benzenoide-09_c23.xml.lzma
data/xcsp/cop23/Benzenoide-10_c23.xml.lzma,1800,(varsel=DOMWDEG;flushRate=2147483647),(valsel=MIN;best=Best;bestFreq=1;last=true),(pol=NONE;cutoff=0;offset=0;geo=1.0;resetOnSolution=false),,false,1806.147,514,493,0,-f -varh DOMWDEG -last -lc 1 -best Best -bestRate 1 -restarts NONE;0;1.0;0;false -limit 00h30m00s data/xcsp/cop23/Benzenoide-10_c23.xml.lzma
data/xcsp/cop23/CarpetCutting-test03_c23.xml.lzma,1800,(varsel=DOMWDEG;flushRate=2147483647),(valsel=MIN;best=Best;bestFreq=1;last=true),(pol=NONE;cutoff=0;offset=0;geo=1.0;resetOnSolution=false),(obj:1011;t:0.244;nodes:248;fails:211;restarts:0)(obj:1010;t:50.895;nodes:216825;fails:216788;restarts:0)(obj:1009;t:50.896;nodes:216830;fails:216791;restarts:0)(obj:1008;t:50.897;nodes:216835;fails:216794;restarts:0)(obj:1007;t:50.897;nodes:216839;fails:216797;restarts:0)(obj:1006;t:51.269;nodes:219323;fails:219278;restarts:0)(obj:1003;t:51.286;nodes:219611;fails:219564;restarts:0)(obj:1002;t:52.977;nodes:239706;fails:239658;restarts:0)(obj:995;t:53.028;nodes:240018;fails:239967;restarts:0)(obj:994;t:53.251;nodes:242798;fails:242746;restarts:0)(obj:991;t:53.326;nodes:243224;fails:243170;restarts:0),false,1800.008,10417023,10416981,0,-f -varh DOMWDEG -last -lc 1 -best Best -bestRate 1 -restarts NONE;0;1.0;0;false -limit 00h30m00s data/xcsp/cop23/CarpetCutting-test03_c23.xml.lzma
data/xcsp/cop23/CarpetCutting-test04_c23.xml.lzma,1800,(varsel=DOMWDEG;flushRate=2147483647),(valsel=MIN;best=Best;bestFreq=1;last=true),(pol=NONE;cutoff=0;offset=0;geo=1.0;resetOnSolution=false),,false,1800.005,3234744,3234693,0,-f -varh DOMWDEG -last -lc 1 -best Best -bestRate 1 -restarts NONE;0;1.0;0;false -limit 00h30m00s data/xcsp/cop23/CarpetCutting-test04_c23.xml.lzma
data/xcsp/cop23/CarpetCutting-test05_c23.xml.lzma,1800,(varsel=DOMWDEG;flushRate=2147483647),(valsel=MIN;best=Best;bestFreq=1;last=true),(pol=NONE;cutoff=0;offset=0;geo=1.0;resetOnSolution=false),(obj:2779;t:523.153;nodes:649775;fails:649722;restarts:0)(obj:2731;t:523.168;nodes:649795;fails:649740;restarts:0)(obj:2683;t:523.183;nodes:649814;fails:649757;restarts:0)(obj:2635;t:523.197;nodes:649832;fails:649773;restarts:0)(obj:2587;t:523.211;nodes:649849;fails:649788;restarts:0)(obj:2539;t:523.226;nodes:649865;fails:649802;restarts:0),false,1800.007,5238584,5238530,0,-f -varh DOMWDEG -last -lc 1 -best Best -bestRate 1 -restarts NONE;0;1.0;0;false -limit 00h30m00s data/xcsp/cop23/CarpetCutting-test05_c23.xml.lzma
data/xcsp/cop23/CarpetCutting-test06_c23.xml.lzma,1800,(varsel=DOMWDEG;flushRate=2147483647),(valsel=MIN;best=Best;bestFreq=1;last=true),(pol=NONE;cutoff=0;offset=0;geo=1.0;resetOnSolution=false),,false,1800.004,17099427,17099388,0,-f -varh DOMWDEG -last -lc 1 -best Best -bestRate 1 -restarts NONE;0;1.0;0;false -limit 00h30m00s data/xcsp/cop23/CarpetCutting-test06_c23.xml.lzma
data/xcsp/cop23/CarpetCutting-test07_c23.xml.lzma,1800,(varsel=DOMWDEG;flushRate=2147483647),(valsel=MIN;best=Best;bestFreq=1;last=true),(pol=NONE;cutoff=0;offset=0;geo=1.0;resetOnSolution=false),,false,1800.004,4006658,4006605,0,-f -varh DOMWDEG -last -lc 1 -best Best -bestRate 1 -restarts NONE;0;1.0;0;false -limit 00h30m00s data/xcsp/cop23/CarpetCutting-test07_c23.xml.lzma
data/xcsp/cop23/CarpetCutting-test08_c23.xml.lzma,1800,(varsel=DOMWDEG;flushRate=2147483647),(valsel=MIN;best=Best;bestFreq=1;last=true),(pol=NONE;cutoff=0;offset=0;geo=1.0;resetOnSolution=false),(obj:6824;t:511.660;nodes:125759;fails:125661;restarts:0)(obj:6814;t:511.680;nodes:125807;fails:125706;restarts:0)(obj:6813;t:511.709;nodes:125853;fails:125751;restarts:0)(obj:6803;t:511.726;nodes:125899;fails:125794;restarts:0)(obj:6802;t:511.753;nodes:125943;fails:125837;restarts:0)(obj:6792;t:511.769;nodes:125987;fails:125878;restarts:0)(obj:6791;t:511.794;nodes:126029;fails:125919;restarts:0)(obj:6781;t:511.809;nodes:126071;fails:125958;restarts:0)(obj:6780;t:511.842;nodes:126111;fails:125997;restarts:0)(obj:6770;t:511.856;nodes:126151;fails:126034;restarts:0),false,1800.005,7674436,7674334,0,-f -varh DOMWDEG -last -lc 1 -best Best -bestRate 1 -restarts NONE;0;1.0;0;false -limit 00h30m00s data/xcsp/cop23/CarpetCutting-test08_c23.xml.lzma
data/xcsp/cop23/CarpetCutting-test09_c23.xml.lzma,1800,(varsel=DOMWDEG;flushRate=2147483647),(valsel=MIN;best=Best;bestFreq=1;last=true),(pol=NONE;cutoff=0;offset=0;geo=1.0;resetOnSolution=false),,false,1800.008,4768251,4768164,0,-f -varh DOMWDEG -last -lc 1 -best Best -bestRate 1 -restarts NONE;0;1.0;0;false -limit 00h30m00s data/xcsp/cop23/CarpetCutting-test09_c23.xml.lzma
