instance,maxRuntime,variableSelection,valueSelection,restarts,solutionsOverTime,isOptimal,runtime,nodes,fails,restarts,memory,vars,varsWithoutView,constraints,args
data/xcsp/cop23/HCPizza-20-20-2-8-01_c23.xml.lzma,1,(varsel=DOMWDEG;flushRate=2147483647),(valsel=MIN;best=BestSubset;bestFreq=1;last=false),(pol=NONE;cutoff=0;offset=0;geo=1.0;resetOnSolution=false),,true,0.063,1,0,0,2048.00,10463,10462,7029,-f -varh DOMWDEG -lc 1 -best BestSubset -bestRate 1 -restarts NONE;0;1.0;0;false -limit 00h00m01s data/xcsp/cop23/HCPizza-20-20-2-8-01_c23.xml.lzma
data/xcsp/cop23/HCPizza-20-20-2-8-02_c23.xml.lzma,1,(varsel=DOMWDEG;flushRate=2147483647),(valsel=MIN;best=BestSubset;bestFreq=1;last=false),(pol=NONE;cutoff=0;offset=0;geo=1.0;resetOnSolution=false),,true,0.060,1,0,0,2048.00,9774,9773,6524,-f -varh DOMWDEG -lc 1 -best BestSubset -bestRate 1 -restarts NONE;0;1.0;0;false -limit 00h00m01s data/xcsp/cop23/HCPizza-20-20-2-8-02_c23.xml.lzma
data/xcsp/cop23/Hsp-11406_c23.xml.lzma,1,(varsel=DOMWDEG;flushRate=2147483647),(valsel=MIN;best=BestSubset;bestFreq=1;last=false),(pol=NONE;cutoff=0;offset=0;geo=1.0;resetOnSolution=false),,true,0.026,1,0,0,2048.00,352,280,345,-f -varh DOMWDEG -lc 1 -best BestSubset -bestRate 1 -restarts NONE;0;1.0;0;false -limit 00h00m01s data/xcsp/cop23/Hsp-11406_c23.xml.lzma
data/xcsp/cop23/Hsp-12407_c23.xml.lzma,1,(varsel=DOMWDEG;flushRate=2147483647),(valsel=MIN;best=BestSubset;bestFreq=1;last=false),(pol=NONE;cutoff=0;offset=0;geo=1.0;resetOnSolution=false),,true,0.031,1,0,0,2048.00,451,361,447,-f -varh DOMWDEG -lc 1 -best BestSubset -bestRate 1 -restarts NONE;0;1.0;0;false -limit 00h00m01s data/xcsp/cop23/Hsp-12407_c23.xml.lzma
data/xcsp/cop23/Hsp-13408_c23.xml.lzma,1,(varsel=DOMWDEG;flushRate=2147483647),(valsel=MIN;best=BestSubset;bestFreq=1;last=false),(pol=NONE;cutoff=0;offset=0;geo=1.0;resetOnSolution=false),,true,0.031,1,0,0,2048.00,562,452,562,-f -varh DOMWDEG -lc 1 -best BestSubset -bestRate 1 -restarts NONE;0;1.0;0;false -limit 00h00m01s data/xcsp/cop23/Hsp-13408_c23.xml.lzma
data/xcsp/cop23/Hsp-14409_c23.xml.lzma,1,(varsel=DOMWDEG;flushRate=2147483647),(valsel=MIN;best=BestSubset;bestFreq=1;last=false),(pol=NONE;cutoff=0;offset=0;geo=1.0;resetOnSolution=false),,true,0.034,1,0,0,2048.00,685,553,690,-f -varh DOMWDEG -lc 1 -best BestSubset -bestRate 1 -restarts NONE;0;1.0;0;false -limit 00h00m01s data/xcsp/cop23/Hsp-14409_c23.xml.lzma
data/xcsp/cop23/Hsp-15410_c23.xml.lzma,1,(varsel=DOMWDEG;flushRate=2147483647),(valsel=MIN;best=BestSubset;bestFreq=1;last=false),(pol=NONE;cutoff=0;offset=0;geo=1.0;resetOnSolution=false),,true,0.037,1,0,0,2048.00,820,664,831,-f -varh DOMWDEG -lc 1 -best BestSubset -bestRate 1 -restarts NONE;0;1.0;0;false -limit 00h00m01s data/xcsp/cop23/Hsp-15410_c23.xml.lzma
data/xcsp/cop23/Hsp-aux-10405_c23.xml.lzma,1,(varsel=DOMWDEG;flushRate=2147483647),(valsel=MIN;best=BestSubset;bestFreq=1;last=false),(pol=NONE;cutoff=0;offset=0;geo=1.0;resetOnSolution=false),,true,0.026,1,0,0,2048.00,260,199,254,-f -varh DOMWDEG -lc 1 -best BestSubset -bestRate 1 -restarts NONE;0;1.0;0;false -limit 00h00m01s data/xcsp/cop23/Hsp-aux-10405_c23.xml.lzma
data/xcsp/cop23/Hsp-aux-11406_c23.xml.lzma,1,(varsel=DOMWDEG;flushRate=2147483647),(valsel=MIN;best=BestSubset;bestFreq=1;last=false),(pol=NONE;cutoff=0;offset=0;geo=1.0;resetOnSolution=false),,true,0.027,1,0,0,2048.00,346,268,343,-f -varh DOMWDEG -lc 1 -best BestSubset -bestRate 1 -restarts NONE;0;1.0;0;false -limit 00h00m01s data/xcsp/cop23/Hsp-aux-11406_c23.xml.lzma
data/xcsp/cop23/Hsp-aux-12407_c23.xml.lzma,1,(varsel=DOMWDEG;flushRate=2147483647),(valsel=MIN;best=BestSubset;bestFreq=1;last=false),(pol=NONE;cutoff=0;offset=0;geo=1.0;resetOnSolution=false),,true,0.030,1,0,0,2048.00,444,347,445,-f -varh DOMWDEG -lc 1 -best BestSubset -bestRate 1 -restarts NONE;0;1.0;0;false -limit 00h00m01s data/xcsp/cop23/Hsp-aux-12407_c23.xml.lzma
data/xcsp/cop23/Hsp-aux-13408_c23.xml.lzma,1,(varsel=DOMWDEG;flushRate=2147483647),(valsel=MIN;best=BestSubset;bestFreq=1;last=false),(pol=NONE;cutoff=0;offset=0;geo=1.0;resetOnSolution=false),,true,0.032,1,0,0,2048.00,554,436,560,-f -varh DOMWDEG -lc 1 -best BestSubset -bestRate 1 -restarts NONE;0;1.0;0;false -limit 00h00m01s data/xcsp/cop23/Hsp-aux-13408_c23.xml.lzma
data/xcsp/cop23/Hsp-aux-14409_c23.xml.lzma,1,(varsel=DOMWDEG;flushRate=2147483647),(valsel=MIN;best=BestSubset;bestFreq=1;last=false),(pol=NONE;cutoff=0;offset=0;geo=1.0;resetOnSolution=false),,true,0.034,1,0,0,2048.00,676,535,688,-f -varh DOMWDEG -lc 1 -best BestSubset -bestRate 1 -restarts NONE;0;1.0;0;false -limit 00h00m01s data/xcsp/cop23/Hsp-aux-14409_c23.xml.lzma
data/xcsp/cop23/Hsp-aux-15410_c23.xml.lzma,1,(varsel=DOMWDEG;flushRate=2147483647),(valsel=MIN;best=BestSubset;bestFreq=1;last=false),(pol=NONE;cutoff=0;offset=0;geo=1.0;resetOnSolution=false),,true,0.040,1,0,0,2048.00,810,644,829,-f -varh DOMWDEG -lc 1 -best BestSubset -bestRate 1 -restarts NONE;0;1.0;0;false -limit 00h00m01s data/xcsp/cop23/Hsp-aux-15410_c23.xml.lzma
data/xcsp/cop23/Hsp-table-10405_c23.xml.lzma,1,(varsel=DOMWDEG;flushRate=2147483647),(valsel=MIN;best=BestSubset;bestFreq=1;last=false),(pol=NONE;cutoff=0;offset=0;geo=1.0;resetOnSolution=false),,false,0.172,1,0,0,2704.00,230,179,229,-f -varh DOMWDEG -lc 1 -best BestSubset -bestRate 1 -restarts NONE;0;1.0;0;false -limit 00h00m01s data/xcsp/cop23/Hsp-table-10405_c23.xml.lzma
data/xcsp/cop23/Hsp-table-11406_c23.xml.lzma,1,(varsel=DOMWDEG;flushRate=2147483647),(valsel=MIN;best=BestSubset;bestFreq=1;last=false),(pol=NONE;cutoff=0;offset=0;geo=1.0;resetOnSolution=false),,false,0.136,1,0,0,2048.00,310,244,313,-f -varh DOMWDEG -lc 1 -best BestSubset -bestRate 1 -restarts NONE;0;1.0;0;false -limit 00h00m01s data/xcsp/cop23/Hsp-table-11406_c23.xml.lzma
data/xcsp/cop23/Hsp-table-12407_c23.xml.lzma,1,(varsel=DOMWDEG;flushRate=2147483647),(valsel=MIN;best=BestSubset;bestFreq=1;last=false),(pol=NONE;cutoff=0;offset=0;geo=1.0;resetOnSolution=false),,false,0.193,1,0,0,2048.00,402,319,410,-f -varh DOMWDEG -lc 1 -best BestSubset -bestRate 1 -restarts NONE;0;1.0;0;false -limit 00h00m01s data/xcsp/cop23/Hsp-table-12407_c23.xml.lzma
data/xcsp/cop23/Hsp-table-13408_c23.xml.lzma,1,(varsel=DOMWDEG;flushRate=2147483647),(valsel=MIN;best=BestSubset;bestFreq=1;last=false),(pol=NONE;cutoff=0;offset=0;geo=1.0;resetOnSolution=false),,false,0.266,1,0,0,2768.00,506,404,520,-f -varh DOMWDEG -lc 1 -best BestSubset -bestRate 1 -restarts NONE;0;1.0;0;false -limit 00h00m01s data/xcsp/cop23/Hsp-table-13408_c23.xml.lzma
data/xcsp/cop23/Hsp-table-14409_c23.xml.lzma,1,(varsel=DOMWDEG;flushRate=2147483647),(valsel=MIN;best=BestSubset;bestFreq=1;last=false),(pol=NONE;cutoff=0;offset=0;geo=1.0;resetOnSolution=false),,false,0.351,1,0,0,2688.00,622,499,643,-f -varh DOMWDEG -lc 1 -best BestSubset -bestRate 1 -restarts NONE;0;1.0;0;false -limit 00h00m01s data/xcsp/cop23/Hsp-table-14409_c23.xml.lzma
data/xcsp/cop23/Hsp-table-15410_c23.xml.lzma,1,(varsel=DOMWDEG;flushRate=2147483647),(valsel=MIN;best=BestSubset;bestFreq=1;last=false),(pol=NONE;cutoff=0;offset=0;geo=1.0;resetOnSolution=false),,false,0.412,1,0,0,2832.00,750,604,779,-f -varh DOMWDEG -lc 1 -best BestSubset -bestRate 1 -restarts NONE;0;1.0;0;false -limit 00h00m01s data/xcsp/cop23/Hsp-table-15410_c23.xml.lzma
data/xcsp/cop23/KMedian-aux-pmed01_c23.xml.lzma,1,(varsel=DOMWDEG;flushRate=2147483647),(valsel=MIN;best=BestSubset;bestFreq=1;last=false),(pol=NONE;cutoff=0;offset=0;geo=1.0;resetOnSolution=false),,true,0.074,1,0,0,2048.00,1217,1216,1214,-f -varh DOMWDEG -lc 1 -best BestSubset -bestRate 1 -restarts NONE;0;1.0;0;false -limit 00h00m01s data/xcsp/cop23/KMedian-aux-pmed01_c23.xml.lzma
data/xcsp/cop23/KMedian-aux-pmed02_c23.xml.lzma,1,(varsel=DOMWDEG;flushRate=2147483647),(valsel=MIN;best=BestSubset;bestFreq=1;last=false),(pol=NONE;cutoff=0;offset=0;geo=1.0;resetOnSolution=false),,true,0.105,1,0,0,2048.00,2222,2221,2214,-f -varh DOMWDEG -lc 1 -best BestSubset -bestRate 1 -restarts NONE;0;1.0;0;false -limit 00h00m01s data/xcsp/cop23/KMedian-aux-pmed02_c23.xml.lzma
data/xcsp/cop23/KMedian-aux-pmed03_c23.xml.lzma,1,(varsel=DOMWDEG;flushRate=2147483647),(valsel=MIN;best=BestSubset;bestFreq=1;last=false),(pol=NONE;cutoff=0;offset=0;geo=1.0;resetOnSolution=false),,true,0.092,1,0,0,2048.00,2222,2221,2214,-f -varh DOMWDEG -lc 1 -best BestSubset -bestRate 1 -restarts NONE;0;1.0;0;false -limit 00h00m01s data/xcsp/cop23/KMedian-aux-pmed03_c23.xml.lzma
data/xcsp/cop23/KMedian-aux-pmed04_c23.xml.lzma,1,(varsel=DOMWDEG;flushRate=2147483647),(valsel=MIN;best=BestSubset;bestFreq=1;last=false),(pol=NONE;cutoff=0;offset=0;geo=1.0;resetOnSolution=false),,true,0.161,1,0,0,2048.00,4232,4231,4214,-f -varh DOMWDEG -lc 1 -best BestSubset -bestRate 1 -restarts NONE;0;1.0;0;false -limit 00h00m01s data/xcsp/cop23/KMedian-aux-pmed04_c23.xml.lzma
data/xcsp/cop23/KMedian-aux-pmed05_c23.xml.lzma,1,(varsel=DOMWDEG;flushRate=2147483647),(valsel=MIN;best=BestSubset;bestFreq=1;last=false),(pol=NONE;cutoff=0;offset=0;geo=1.0;resetOnSolution=false),,false,0.264,1,0,0,2048.00,6845,6844,6814,-f -varh DOMWDEG -lc 1 -best BestSubset -bestRate 1 -restarts NONE;0;1.0;0;false -limit 00h00m01s data/xcsp/cop23/KMedian-aux-pmed05_c23.xml.lzma
data/xcsp/cop23/KMedian-aux-pmed06_c23.xml.lzma,1,(varsel=DOMWDEG;flushRate=2147483647),(valsel=MIN;best=BestSubset;bestFreq=1;last=false),(pol=NONE;cutoff=0;offset=0;geo=1.0;resetOnSolution=false),,true,0.102,1,0,0,2048.00,2421,2420,2418,-f -varh DOMWDEG -lc 1 -best BestSubset -bestRate 1 -restarts NONE;0;1.0;0;false -limit 00h00m01s data/xcsp/cop23/KMedian-aux-pmed06_c23.xml.lzma
data/xcsp/cop23/KMedian-aux-pmed07_c23.xml.lzma,1,(varsel=DOMWDEG;flushRate=2147483647),(valsel=MIN;best=BestSubset;bestFreq=1;last=false),(pol=NONE;cutoff=0;offset=0;geo=1.0;resetOnSolution=false),,false,0.170,1,0,0,2048.00,4426,4425,4418,-f -varh DOMWDEG -lc 1 -best BestSubset -bestRate 1 -restarts NONE;0;1.0;0;false -limit 00h00m01s data/xcsp/cop23/KMedian-aux-pmed07_c23.xml.lzma
data/xcsp/cop23/KMedian-aux-pmed08_c23.xml.lzma,1,(varsel=DOMWDEG;flushRate=2147483647),(valsel=MIN;best=BestSubset;bestFreq=1;last=false),(pol=NONE;cutoff=0;offset=0;geo=1.0;resetOnSolution=false),,false,0.256,1,0,0,2048.00,8436,8435,8418,-f -varh DOMWDEG -lc 1 -best BestSubset -bestRate 1 -restarts NONE;0;1.0;0;false -limit 00h00m01s data/xcsp/cop23/KMedian-aux-pmed08_c23.xml.lzma
data/xcsp/cop23/KMedian-aux-pmed09_c23.xml.lzma,1,(varsel=DOMWDEG;flushRate=2147483647),(valsel=MIN;best=BestSubset;bestFreq=1;last=false),(pol=NONE;cutoff=0;offset=0;geo=1.0;resetOnSolution=false),,false,0.403,1,0,0,2880.00,16456,16455,16418,-f -varh DOMWDEG -lc 1 -best BestSubset -bestRate 1 -restarts NONE;0;1.0;0;false -limit 00h00m01s data/xcsp/cop23/KMedian-aux-pmed09_c23.xml.lzma
data/xcsp/cop23/KMedian-aux-pmed10_c23.xml.lzma,1,(varsel=DOMWDEG;flushRate=2147483647),(valsel=MIN;best=BestSubset;bestFreq=1;last=false),(pol=NONE;cutoff=0;offset=0;geo=1.0;resetOnSolution=false),,false,0.598,1,0,0,2736.00,27283,27282,27218,-f -varh DOMWDEG -lc 1 -best BestSubset -bestRate 1 -restarts NONE;0;1.0;0;false -limit 00h00m01s data/xcsp/cop23/KMedian-aux-pmed10_c23.xml.lzma
data/xcsp/cop23/KMedian-aux-pmed11_c23.xml.lzma,1,(varsel=DOMWDEG;flushRate=2147483647),(valsel=MIN;best=BestSubset;bestFreq=1;last=false),(pol=NONE;cutoff=0;offset=0;geo=1.0;resetOnSolution=false),,false,0.134,1,0,0,2048.00,3624,3623,3621,-f -varh DOMWDEG -lc 1 -best BestSubset -bestRate 1 -restarts NONE;0;1.0;0;false -limit 00h00m01s data/xcsp/cop23/KMedian-aux-pmed11_c23.xml.lzma
data/xcsp/cop23/KMedian-aux-pmed12_c23.xml.lzma,1,(varsel=DOMWDEG;flushRate=2147483647),(valsel=MIN;best=BestSubset;bestFreq=1;last=false),(pol=NONE;cutoff=0;offset=0;geo=1.0;resetOnSolution=false),,false,0.250,1,0,0,2048.00,6629,6628,6621,-f -varh DOMWDEG -lc 1 -best BestSubset -bestRate 1 -restarts NONE;0;1.0;0;false -limit 00h00m01s data/xcsp/cop23/KMedian-aux-pmed12_c23.xml.lzma
data/xcsp/cop23/KMedian-aux-pmed13_c23.xml.lzma,1,(varsel=DOMWDEG;flushRate=2147483647),(valsel=MIN;best=BestSubset;bestFreq=1;last=false),(pol=NONE;cutoff=0;offset=0;geo=1.0;resetOnSolution=false),,false,0.478,1,0,0,2784.00,18649,18648,18621,-f -varh DOMWDEG -lc 1 -best BestSubset -bestRate 1 -restarts NONE;0;1.0;0;false -limit 00h00m01s data/xcsp/cop23/KMedian-aux-pmed13_c23.xml.lzma
data/xcsp/cop23/KMedian-aux-pmed14_c23.xml.lzma,1,(varsel=DOMWDEG;flushRate=2147483647),(valsel=MIN;best=BestSubset;bestFreq=1;last=false),(pol=NONE;cutoff=0;offset=0;geo=1.0;resetOnSolution=false),,false,0.865,1,0,0,2640.00,36679,36678,36621,-f -varh DOMWDEG -lc 1 -best BestSubset -bestRate 1 -restarts NONE;0;1.0;0;false -limit 00h00m01s data/xcsp/cop23/KMedian-aux-pmed14_c23.xml.lzma
data/xcsp/cop23/KMedian-aux-pmed15_c23.xml.lzma,1,(varsel=DOMWDEG;flushRate=2147483647),(valsel=MIN;best=BestSubset;bestFreq=1;last=false),(pol=NONE;cutoff=0;offset=0;geo=1.0;resetOnSolution=false),,false,1.091,1,0,0,2848.00,60719,60718,60621,-f -varh DOMWDEG -lc 1 -best BestSubset -bestRate 1 -restarts NONE;0;1.0;0;false -limit 00h00m01s data/xcsp/cop23/KMedian-aux-pmed15_c23.xml.lzma
data/xcsp/cop23/KidneyExchange-4-041_c23.xml.lzma,1,(varsel=DOMWDEG;flushRate=2147483647),(valsel=MIN;best=BestSubset;bestFreq=1;last=false),(pol=NONE;cutoff=0;offset=0;geo=1.0;resetOnSolution=false),,true,0.028,1,0,0,2048.00,208,203,1003,-f -varh DOMWDEG -lc 1 -best BestSubset -bestRate 1 -restarts NONE;0;1.0;0;false -limit 00h00m01s data/xcsp/cop23/KidneyExchange-4-041_c23.xml.lzma
data/xcsp/cop23/KidneyExchange-4-051_c23.xml.lzma,1,(varsel=DOMWDEG;flushRate=2147483647),(valsel=MIN;best=BestSubset;bestFreq=1;last=false),(pol=NONE;cutoff=0;offset=0;geo=1.0;resetOnSolution=false),,true,0.027,1,0,0,2048.00,220,215,1035,-f -varh DOMWDEG -lc 1 -best BestSubset -bestRate 1 -restarts NONE;0;1.0;0;false -limit 00h00m01s data/xcsp/cop23/KidneyExchange-4-051_c23.xml.lzma
data/xcsp/cop23/KidneyExchange-4-061_c23.xml.lzma,1,(varsel=DOMWDEG;flushRate=2147483647),(valsel=MIN;best=BestSubset;bestFreq=1;last=false),(pol=NONE;cutoff=0;offset=0;geo=1.0;resetOnSolution=false),,true,0.024,1,0,0,2048.00,226,221,1041,-f -varh DOMWDEG -lc 1 -best BestSubset -bestRate 1 -restarts NONE;0;1.0;0;false -limit 00h00m01s data/xcsp/cop23/KidneyExchange-4-061_c23.xml.lzma
data/xcsp/cop23/KidneyExchange-4-071_c23.xml.lzma,1,(varsel=DOMWDEG;flushRate=2147483647),(valsel=MIN;best=BestSubset;bestFreq=1;last=false),(pol=NONE;cutoff=0;offset=0;geo=1.0;resetOnSolution=false),,true,0.043,1,0,0,2048.00,409,403,3250,-f -varh DOMWDEG -lc 1 -best BestSubset -bestRate 1 -restarts NONE;0;1.0;0;false -limit 00h00m01s data/xcsp/cop23/KidneyExchange-4-071_c23.xml.lzma
data/xcsp/cop23/KidneyExchange-4-081_c23.xml.lzma,1,(varsel=DOMWDEG;flushRate=2147483647),(valsel=MIN;best=BestSubset;bestFreq=1;last=false),(pol=NONE;cutoff=0;offset=0;geo=1.0;resetOnSolution=false),,true,0.042,1,0,0,2048.00,428,423,3408,-f -varh DOMWDEG -lc 1 -best BestSubset -bestRate 1 -restarts NONE;0;1.0;0;false -limit 00h00m01s data/xcsp/cop23/KidneyExchange-4-081_c23.xml.lzma
data/xcsp/cop23/KidneyExchange-4-091_c23.xml.lzma,1,(varsel=DOMWDEG;flushRate=2147483647),(valsel=MIN;best=BestSubset;bestFreq=1;last=false),(pol=NONE;cutoff=0;offset=0;geo=1.0;resetOnSolution=false),,true,0.047,1,0,0,2048.00,446,441,3641,-f -varh DOMWDEG -lc 1 -best BestSubset -bestRate 1 -restarts NONE;0;1.0;0;false -limit 00h00m01s data/xcsp/cop23/KidneyExchange-4-091_c23.xml.lzma
data/xcsp/cop23/KidneyExchange-4-101_c23.xml.lzma,1,(varsel=DOMWDEG;flushRate=2147483647),(valsel=MIN;best=BestSubset;bestFreq=1;last=false),(pol=NONE;cutoff=0;offset=0;geo=1.0;resetOnSolution=false),,true,0.048,1,0,0,2048.00,464,459,3933,-f -varh DOMWDEG -lc 1 -best BestSubset -bestRate 1 -restarts NONE;0;1.0;0;false -limit 00h00m01s data/xcsp/cop23/KidneyExchange-4-101_c23.xml.lzma
data/xcsp/cop23/KidneyExchange-4-111_c23.xml.lzma,1,(varsel=DOMWDEG;flushRate=2147483647),(valsel=MIN;best=BestSubset;bestFreq=1;last=false),(pol=NONE;cutoff=0;offset=0;geo=1.0;resetOnSolution=false),,true,0.081,1,0,0,2048.00,799,793,12947,-f -varh DOMWDEG -lc 1 -best BestSubset -bestRate 1 -restarts NONE;0;1.0;0;false -limit 00h00m01s data/xcsp/cop23/KidneyExchange-4-111_c23.xml.lzma
data/xcsp/cop23/KidneyExchange-4-121_c23.xml.lzma,1,(varsel=DOMWDEG;flushRate=2147483647),(valsel=MIN;best=BestSubset;bestFreq=1;last=false),(pol=NONE;cutoff=0;offset=0;geo=1.0;resetOnSolution=false),,false,0.100,1,0,0,2048.00,836,831,13722,-f -varh DOMWDEG -lc 1 -best BestSubset -bestRate 1 -restarts NONE;0;1.0;0;false -limit 00h00m01s data/xcsp/cop23/KidneyExchange-4-121_c23.xml.lzma
data/xcsp/cop23/KidneyExchange-4-131_c23.xml.lzma,1,(varsel=DOMWDEG;flushRate=2147483647),(valsel=MIN;best=BestSubset;bestFreq=1;last=false),(pol=NONE;cutoff=0;offset=0;geo=1.0;resetOnSolution=false),,false,0.142,1,0,0,2048.00,872,867,14178,-f -varh DOMWDEG -lc 1 -best BestSubset -bestRate 1 -restarts NONE;0;1.0;0;false -limit 00h00m01s data/xcsp/cop23/KidneyExchange-4-131_c23.xml.lzma
data/xcsp/cop23/KidneyExchange-4-141_c23.xml.lzma,1,(varsel=DOMWDEG;flushRate=2147483647),(valsel=MIN;best=BestSubset;bestFreq=1;last=false),(pol=NONE;cutoff=0;offset=0;geo=1.0;resetOnSolution=false),,false,0.113,1,0,0,2048.00,916,911,14870,-f -varh DOMWDEG -lc 1 -best BestSubset -bestRate 1 -restarts NONE;0;1.0;0;false -limit 00h00m01s data/xcsp/cop23/KidneyExchange-4-141_c23.xml.lzma
data/xcsp/cop23/KidneyExchange-4-151_c23.xml.lzma,1,(varsel=DOMWDEG;flushRate=2147483647),(valsel=MIN;best=BestSubset;bestFreq=1;last=false),(pol=NONE;cutoff=0;offset=0;geo=1.0;resetOnSolution=false),,false,0.259,1,0,0,2048.00,1576,1569,50529,-f -varh DOMWDEG -lc 1 -best BestSubset -bestRate 1 -restarts NONE;0;1.0;0;false -limit 00h00m01s data/xcsp/cop23/KidneyExchange-4-151_c23.xml.lzma
data/xcsp/cop23/KidneyExchange-4-161_c23.xml.lzma,1,(varsel=DOMWDEG;flushRate=2147483647),(valsel=MIN;best=BestSubset;bestFreq=1;last=false),(pol=NONE;cutoff=0;offset=0;geo=1.0;resetOnSolution=false),,false,0.306,1,0,0,2048.00,1650,1645,52607,-f -varh DOMWDEG -lc 1 -best BestSubset -bestRate 1 -restarts NONE;0;1.0;0;false -limit 00h00m01s data/xcsp/cop23/KidneyExchange-4-161_c23.xml.lzma
data/xcsp/cop23/KidneyExchange-4-171_c23.xml.lzma,1,(varsel=DOMWDEG;flushRate=2147483647),(valsel=MIN;best=BestSubset;bestFreq=1;last=false),(pol=NONE;cutoff=0;offset=0;geo=1.0;resetOnSolution=false),,false,0.376,1,0,0,2048.00,1728,1723,55718,-f -varh DOMWDEG -lc 1 -best BestSubset -bestRate 1 -restarts NONE;0;1.0;0;false -limit 00h00m01s data/xcsp/cop23/KidneyExchange-4-171_c23.xml.lzma
data/xcsp/cop23/LargeScaleScheduling-00100-0_c23.xml.lzma,1,(varsel=DOMWDEG;flushRate=2147483647),(valsel=MIN;best=BestSubset;bestFreq=1;last=false),(pol=NONE;cutoff=0;offset=0;geo=1.0;resetOnSolution=false),,true,0.071,1,0,0,2048.00,439,202,103,-f -varh DOMWDEG -lc 1 -best BestSubset -bestRate 1 -restarts NONE;0;1.0;0;false -limit 00h00m01s data/xcsp/cop23/LargeScaleScheduling-00100-0_c23.xml.lzma
data/xcsp/cop23/LargeScaleScheduling-00200-0_c23.xml.lzma,1,(varsel=DOMWDEG;flushRate=2147483647),(valsel=MIN;best=BestSubset;bestFreq=1;last=false),(pol=NONE;cutoff=0;offset=0;geo=1.0;resetOnSolution=false),,true,0.136,1,0,0,2048.00,840,402,203,-f -varh DOMWDEG -lc 1 -best BestSubset -bestRate 1 -restarts NONE;0;1.0;0;false -limit 00h00m01s data/xcsp/cop23/LargeScaleScheduling-00200-0_c23.xml.lzma
data/xcsp/cop23/LargeScaleScheduling-00400-0_c23.xml.lzma,1,(varsel=DOMWDEG;flushRate=2147483647),(valsel=MIN;best=BestSubset;bestFreq=1;last=false),(pol=NONE;cutoff=0;offset=0;geo=1.0;resetOnSolution=false),,true,0.261,1,0,0,2048.00,1637,802,403,-f -varh DOMWDEG -lc 1 -best BestSubset -bestRate 1 -restarts NONE;0;1.0;0;false -limit 00h00m01s data/xcsp/cop23/LargeScaleScheduling-00400-0_c23.xml.lzma
data/xcsp/cop23/LargeScaleScheduling-00800-0_c23.xml.lzma,1,(varsel=DOMWDEG;flushRate=2147483647),(valsel=MIN;best=BestSubset;bestFreq=1;last=false),(pol=NONE;cutoff=0;offset=0;geo=1.0;resetOnSolution=false),,false,0.651,1,0,0,2048.00,3228,1602,803,-f -varh DOMWDEG -lc 1 -best BestSubset -bestRate 1 -restarts NONE;0;1.0;0;false -limit 00h00m01s data/xcsp/cop23/LargeScaleScheduling-00800-0_c23.xml.lzma
data/xcsp/cop23/LargeScaleScheduling-01600-0_c23.xml.lzma,1,(varsel=DOMWDEG;flushRate=2147483647),(valsel=MIN;best=BestSubset;bestFreq=1;last=false),(pol=NONE;cutoff=0;offset=0;geo=1.0;resetOnSolution=false),,false,1.915,1,0,0,2048.00,6390,3202,1603,-f -varh DOMWDEG -lc 1 -best BestSubset -bestRate 1 -restarts NONE;0;1.0;0;false -limit 00h00m01s data/xcsp/cop23/LargeScaleScheduling-01600-0_c23.xml.lzma
data/xcsp/cop23/LargeScaleScheduling-03200-0_c23.xml.lzma,1,(varsel=DOMWDEG;flushRate=2147483647),(valsel=MIN;best=BestSubset;bestFreq=1;last=false),(pol=NONE;cutoff=0;offset=0;geo=1.0;resetOnSolution=false),,false,6.690,1,0,0,2048.00,12600,6402,3203,-f -varh DOMWDEG -lc 1 -best BestSubset -bestRate 1 -restarts NONE;0;1.0;0;false -limit 00h00m01s data/xcsp/cop23/LargeScaleScheduling-03200-0_c23.xml.lzma
data/xcsp/cop23/LargeScaleScheduling-06400-0_c23.xml.lzma,1,(varsel=DOMWDEG;flushRate=2147483647),(valsel=MIN;best=BestSubset;bestFreq=1;last=false),(pol=NONE;cutoff=0;offset=0;geo=1.0;resetOnSolution=false),,false,24.804,1,0,0,2048.00,24718,12802,6403,-f -varh DOMWDEG -lc 1 -best BestSubset -bestRate 1 -restarts NONE;0;1.0;0;false -limit 00h00m01s data/xcsp/cop23/LargeScaleScheduling-06400-0_c23.xml.lzma
data/xcsp/cop23/LargeScaleScheduling-12800-0_c23.xml.lzma,1,(varsel=DOMWDEG;flushRate=2147483647),(valsel=MIN;best=BestSubset;bestFreq=1;last=false),(pol=NONE;cutoff=0;offset=0;geo=1.0;resetOnSolution=false),,false,10.215,1,0,0,2048.00,40438,25602,12803,-f -varh DOMWDEG -lc 1 -best BestSubset -bestRate 1 -restarts NONE;0;1.0;0;false -limit 00h00m01s data/xcsp/cop23/LargeScaleScheduling-12800-0_c23.xml.lzma
data/xcsp/cop23/LargeScaleScheduling-25600-0_c23.xml.lzma,1,(varsel=DOMWDEG;flushRate=2147483647),(valsel=MIN;best=BestSubset;bestFreq=1;last=false),(pol=NONE;cutoff=0;offset=0;geo=1.0;resetOnSolution=false),,false,38.824,1,0,0,3264.00,78842,51202,25603,-f -varh DOMWDEG -lc 1 -best BestSubset -bestRate 1 -restarts NONE;0;1.0;0;false -limit 00h00m01s data/xcsp/cop23/LargeScaleScheduling-25600-0_c23.xml.lzma
